# Datos completos BTCUSDT interval=5m total=1000
# openTime(utc), open, high, low, close, volume, closeTime(utc), trades
2025-10-19 02:35:00,106855.30000000,106894.00000000,106840.90000000,106890.26000000,6.33475000,2025-10-19 02:39:59,3173
2025-10-19 02:40:00,106890.26000000,106890.27000000,106848.12000000,106858.80000000,7.55633000,2025-10-19 02:44:59,1615
2025-10-19 02:45:00,106858.81000000,106870.00000000,106805.05000000,106860.60000000,15.79717000,2025-10-19 02:49:59,5067
2025-10-19 02:50:00,106860.60000000,106880.97000000,106840.00000000,106880.97000000,8.45631000,2025-10-19 02:54:59,3156
2025-10-19 02:55:00,106880.97000000,106880.97000000,106847.02000000,106847.02000000,10.49700000,2025-10-19 02:59:59,2034
2025-10-19 03:00:00,106847.03000000,106847.03000000,106802.32000000,106802.33000000,12.89980000,2025-10-19 03:04:59,2808
2025-10-19 03:05:00,106802.33000000,106843.83000000,106802.32000000,106805.63000000,18.18889000,2025-10-19 03:09:59,5012
2025-10-19 03:10:00,106805.63000000,106850.00000000,106805.63000000,106850.00000000,20.47986000,2025-10-19 03:14:59,1804
2025-10-19 03:15:00,106850.00000000,107141.31000000,106849.99000000,107120.46000000,57.63901000,2025-10-19 03:19:59,11079
2025-10-19 03:20:00,107120.47000000,107149.00000000,107076.21000000,107088.14000000,40.22765000,2025-10-19 03:24:59,10219
2025-10-19 03:25:00,107088.15000000,107137.81000000,107068.14000000,107137.81000000,13.56826000,2025-10-19 03:29:59,3551
2025-10-19 03:30:00,107137.82000000,107204.28000000,107133.97000000,107144.85000000,27.51142000,2025-10-19 03:34:59,7607
2025-10-19 03:35:00,107144.86000000,107259.99000000,107144.85000000,107259.98000000,15.95141000,2025-10-19 03:39:59,5646
2025-10-19 03:40:00,107259.99000000,107273.74000000,107179.86000000,107254.98000000,75.26926000,2025-10-19 03:44:59,11013
2025-10-19 03:45:00,107254.98000000,107348.68000000,107254.97000000,107348.67000000,32.14214000,2025-10-19 03:49:59,5057
2025-10-19 03:50:00,107348.68000000,107367.16000000,107220.77000000,107224.00000000,35.54987000,2025-10-19 03:54:59,10477
2025-10-19 03:55:00,107224.00000000,107278.01000000,107224.00000000,107275.78000000,8.71887000,2025-10-19 03:59:59,5447
2025-10-19 04:00:00,107275.79000000,107290.00000000,107201.99000000,107208.40000000,15.11455000,2025-10-19 04:04:59,7976
2025-10-19 04:05:00,107208.40000000,107242.01000000,106949.90000000,107074.77000000,88.03514000,2025-10-19 04:09:59,15398
2025-10-19 04:10:00,107074.78000000,107096.07000000,107015.60000000,107039.88000000,26.66077000,2025-10-19 04:14:59,7976
2025-10-19 04:15:00,107039.87000000,107072.00000000,107003.99000000,107005.35000000,18.09455000,2025-10-19 04:19:59,6142
2025-10-19 04:20:00,107005.36000000,107051.75000000,107005.35000000,107051.55000000,15.93497000,2025-10-19 04:24:59,4262
2025-10-19 04:25:00,107051.55000000,107069.75000000,107021.62000000,107069.75000000,12.31376000,2025-10-19 04:29:59,4535
2025-10-19 04:30:00,107069.75000000,107157.90000000,107069.74000000,107155.32000000,17.38430000,2025-10-19 04:34:59,4207
2025-10-19 04:35:00,107155.33000000,107171.92000000,107104.21000000,107131.18000000,9.26892000,2025-10-19 04:39:59,4591
2025-10-19 04:40:00,107131.18000000,107136.54000000,107096.00000000,107120.00000000,13.30973000,2025-10-19 04:44:59,3150
2025-10-19 04:45:00,107120.00000000,107156.79000000,107068.93000000,107085.35000000,16.85358000,2025-10-19 04:49:59,5025
2025-10-19 04:50:00,107085.36000000,107091.78000000,107058.00000000,107078.50000000,9.59899000,2025-10-19 04:54:59,2959
2025-10-19 04:55:00,107078.51000000,107078.51000000,107030.00000000,107046.90000000,14.01932000,2025-10-19 04:59:59,3176
2025-10-19 05:00:00,107046.89000000,107060.00000000,107045.43000000,107051.16000000,8.55073000,2025-10-19 05:04:59,1932
2025-10-19 05:05:00,107051.15000000,107094.01000000,107032.09000000,107074.05000000,13.90422000,2025-10-19 05:09:59,4065
2025-10-19 05:10:00,107074.06000000,107078.73000000,107045.99000000,107049.39000000,9.63606000,2025-10-19 05:14:59,3693
2025-10-19 05:15:00,107049.39000000,107154.00000000,107038.00000000,107128.17000000,21.33166000,2025-10-19 05:19:59,6999
2025-10-19 05:20:00,107128.16000000,107180.00000000,107050.00000000,107050.00000000,35.63252000,2025-10-19 05:24:59,14579
2025-10-19 05:25:00,107050.00000000,107050.01000000,106924.46000000,106972.91000000,25.34162000,2025-10-19 05:29:59,8882
2025-10-19 05:30:00,106972.91000000,107018.71000000,106951.13000000,107018.40000000,7.23511000,2025-10-19 05:34:59,3728
2025-10-19 05:35:00,107018.40000000,107054.26000000,107000.00000000,107020.67000000,10.38277000,2025-10-19 05:39:59,5167
2025-10-19 05:40:00,107020.67000000,107024.95000000,106956.99000000,106978.21000000,35.57509000,2025-10-19 05:44:59,4657
2025-10-19 05:45:00,106978.21000000,106978.21000000,106876.25000000,106881.21000000,169.33645000,2025-10-19 05:49:59,13881
2025-10-19 05:50:00,106881.20000000,106885.05000000,106794.23000000,106869.36000000,162.75441000,2025-10-19 05:54:59,12442
2025-10-19 05:55:00,106869.35000000,106888.60000000,106835.62000000,106888.59000000,17.27519000,2025-10-19 05:59:59,4945
2025-10-19 06:00:00,106888.60000000,106888.60000000,106849.86000000,106888.60000000,11.54916000,2025-10-19 06:04:59,5975
2025-10-19 06:05:00,106888.60000000,106909.98000000,106833.15000000,106833.16000000,17.84651000,2025-10-19 06:09:59,3286
2025-10-19 06:10:00,106833.16000000,106853.96000000,106803.38000000,106814.06000000,24.30651000,2025-10-19 06:14:59,4907
2025-10-19 06:15:00,106814.06000000,106814.06000000,106788.00000000,106802.63000000,15.78391000,2025-10-19 06:19:59,3219
2025-10-19 06:20:00,106802.63000000,106834.72000000,106770.75000000,106790.85000000,20.19037000,2025-10-19 06:24:59,4602
2025-10-19 06:25:00,106790.85000000,106810.00000000,106790.84000000,106799.00000000,5.09365000,2025-10-19 06:29:59,1742
2025-10-19 06:30:00,106798.99000000,106819.99000000,106715.51000000,106718.77000000,103.87863000,2025-10-19 06:34:59,7504
2025-10-19 06:35:00,106718.78000000,106718.78000000,106558.61000000,106653.37000000,51.61656000,2025-10-19 06:39:59,11394
2025-10-19 06:40:00,106653.37000000,106772.65000000,106647.34000000,106701.06000000,23.71216000,2025-10-19 06:44:59,8627
2025-10-19 06:45:00,106701.06000000,106715.99000000,106670.00000000,106712.47000000,12.03058000,2025-10-19 06:49:59,3138
2025-10-19 06:50:00,106712.47000000,106730.57000000,106649.47000000,106730.57000000,12.95082000,2025-10-19 06:54:59,6115
