# Datos completos ETHUSDT interval=5m total=1000
# openTime(utc), open, high, low, close, volume, closeTime(utc), trades
2025-10-19 02:35:00,3867.25000000,3870.00000000,3866.83000000,3869.62000000,140.83170000,2025-10-19 02:39:59,4144
2025-10-19 02:40:00,3869.63000000,3869.79000000,3868.61000000,3868.62000000,279.63360000,2025-10-19 02:44:59,2165
2025-10-19 02:45:00,3868.62000000,3871.11000000,3866.53000000,3870.93000000,398.87970000,2025-10-19 02:49:59,5864
2025-10-19 02:50:00,3870.93000000,3874.07000000,3868.05000000,3873.16000000,456.79330000,2025-10-19 02:54:59,6930
2025-10-19 02:55:00,3873.15000000,3873.42000000,3872.27000000,3872.95000000,362.15730000,2025-10-19 02:59:59,3129
2025-10-19 03:00:00,3872.96000000,3875.43000000,3872.00000000,3872.01000000,363.05080000,2025-10-19 03:04:59,5780
2025-10-19 03:05:00,3872.01000000,3872.99000000,3868.51000000,3869.92000000,424.60280000,2025-10-19 03:09:59,10522
2025-10-19 03:10:00,3869.92000000,3870.50000000,3868.99000000,3869.01000000,261.98020000,2025-10-19 03:14:59,3341
2025-10-19 03:15:00,3869.01000000,3883.26000000,3869.01000000,3881.88000000,644.88330000,2025-10-19 03:19:59,13747
2025-10-19 03:20:00,3881.89000000,3887.11000000,3880.76000000,3883.65000000,974.72700000,2025-10-19 03:24:59,14558
2025-10-19 03:25:00,3883.65000000,3885.83000000,3882.25000000,3885.83000000,314.81340000,2025-10-19 03:29:59,7773
2025-10-19 03:30:00,3885.83000000,3890.89000000,3885.82000000,3887.86000000,811.84110000,2025-10-19 03:34:59,11450
2025-10-19 03:35:00,3887.86000000,3898.61000000,3887.85000000,3895.75000000,1326.22570000,2025-10-19 03:39:59,14602
2025-10-19 03:40:00,3895.75000000,3903.14000000,3891.84000000,3899.63000000,4383.26510000,2025-10-19 03:44:59,21747
2025-10-19 03:45:00,3899.63000000,3906.41000000,3899.62000000,3906.40000000,605.22040000,2025-10-19 03:49:59,13959
2025-10-19 03:50:00,3906.40000000,3906.57000000,3895.36000000,3897.54000000,1566.03710000,2025-10-19 03:54:59,16576
2025-10-19 03:55:00,3897.53000000,3906.32000000,3897.53000000,3906.29000000,1099.38340000,2025-10-19 03:59:59,12416
2025-10-19 04:00:00,3906.30000000,3908.17000000,3901.30000000,3903.15000000,1266.01810000,2025-10-19 04:04:59,17216
2025-10-19 04:05:00,3903.14000000,3906.11000000,3893.52000000,3895.33000000,1363.30390000,2025-10-19 04:09:59,17805
2025-10-19 04:10:00,3895.33000000,3898.34000000,3891.60000000,3895.29000000,1965.10480000,2025-10-19 04:14:59,15486
2025-10-19 04:15:00,3895.29000000,3897.73000000,3894.63000000,3896.05000000,906.46620000,2025-10-19 04:19:59,12039
2025-10-19 04:20:00,3896.04000000,3900.87000000,3895.72000000,3900.87000000,881.51830000,2025-10-19 04:24:59,9509
2025-10-19 04:25:00,3900.86000000,3901.35000000,3898.37000000,3900.95000000,1464.07040000,2025-10-19 04:29:59,9592
2025-10-19 04:30:00,3900.95000000,3903.99000000,3898.84000000,3901.60000000,879.30520000,2025-10-19 04:34:59,9891
2025-10-19 04:35:00,3901.60000000,3902.50000000,3898.77000000,3901.47000000,820.28230000,2025-10-19 04:39:59,7930
2025-10-19 04:40:00,3901.47000000,3902.87000000,3898.00000000,3899.39000000,770.04590000,2025-10-19 04:44:59,6655
2025-10-19 04:45:00,3899.39000000,3902.24000000,3898.45000000,3901.30000000,1839.78450000,2025-10-19 04:49:59,8800
2025-10-19 04:50:00,3901.30000000,3902.95000000,3900.33000000,3900.80000000,998.87140000,2025-10-19 04:54:59,7058
2025-10-19 04:55:00,3900.80000000,3903.27000000,3900.79000000,3903.27000000,663.28030000,2025-10-19 04:59:59,6507
2025-10-19 05:00:00,3903.26000000,3905.00000000,3902.74000000,3903.52000000,928.38310000,2025-10-19 05:04:59,8156
2025-10-19 05:05:00,3903.52000000,3906.12000000,3901.22000000,3904.53000000,738.36530000,2025-10-19 05:09:59,9026
2025-10-19 05:10:00,3904.53000000,3905.55000000,3902.00000000,3902.86000000,1023.68020000,2025-10-19 05:14:59,6947
2025-10-19 05:15:00,3902.85000000,3916.00000000,3902.00000000,3912.85000000,2584.80720000,2025-10-19 05:19:59,22420
2025-10-19 05:20:00,3912.85000000,3921.61000000,3907.43000000,3908.96000000,3447.36590000,2025-10-19 05:24:59,22754
2025-10-19 05:25:00,3908.95000000,3909.73000000,3903.15000000,3906.66000000,1270.37260000,2025-10-19 05:29:59,13100
2025-10-19 05:30:00,3906.65000000,3910.68000000,3904.62000000,3910.68000000,815.88030000,2025-10-19 05:34:59,11191
2025-10-19 05:35:00,3910.68000000,3912.49000000,3907.17000000,3907.41000000,889.36450000,2025-10-19 05:39:59,9511
2025-10-19 05:40:00,3907.41000000,3907.41000000,3900.22000000,3903.00000000,998.17950000,2025-10-19 05:44:59,8720
2025-10-19 05:45:00,3902.99000000,3902.99000000,3895.47000000,3896.38000000,1044.94420000,2025-10-19 05:49:59,9637
2025-10-19 05:50:00,3896.38000000,3898.82000000,3894.50000000,3897.29000000,1213.27010000,2025-10-19 05:54:59,10358
2025-10-19 05:55:00,3897.28000000,3899.94000000,3894.52000000,3897.21000000,1092.03350000,2025-10-19 05:59:59,7518
2025-10-19 06:00:00,3897.22000000,3899.66000000,3895.13000000,3898.57000000,743.00550000,2025-10-19 06:04:59,10517
2025-10-19 06:05:00,3898.57000000,3901.13000000,3891.79000000,3893.81000000,1034.78530000,2025-10-19 06:09:59,8227
2025-10-19 06:10:00,3893.81000000,3893.81000000,3889.11000000,3890.17000000,1138.46710000,2025-10-19 06:14:59,8500
2025-10-19 06:15:00,3890.16000000,3892.17000000,3887.49000000,3888.25000000,1005.39970000,2025-10-19 06:19:59,8815
2025-10-19 06:20:00,3888.26000000,3890.94000000,3886.03000000,3887.45000000,1188.12810000,2025-10-19 06:24:59,10035
