# Datos completos ETHUSDT interval=5m total=1000
# openTime(utc), open, high, low, close, volume, closeTime(utc), trades
2025-10-20 02:15:00,3928.21000000,3950.24000000,3926.13000000,3941.37000000,1789.38770000,2025-10-20 02:19:59,34293
2025-10-20 02:20:00,3941.35000000,3949.03000000,3940.86000000,3945.91000000,1042.27850000,2025-10-20 02:24:59,19765
2025-10-20 02:25:00,3945.90000000,3947.50000000,3944.60000000,3946.70000000,923.61880000,2025-10-20 02:29:59,10643
2025-10-20 02:30:00,3946.69000000,3946.69000000,3942.00000000,3946.42000000,555.13150000,2025-10-20 02:34:59,15704
2025-10-20 02:35:00,3946.42000000,3963.13000000,3946.42000000,3958.99000000,2405.79480000,2025-10-20 02:39:59,38870
2025-10-20 02:40:00,3959.00000000,3962.57000000,3956.15000000,3958.00000000,1062.67340000,2025-10-20 02:44:59,20345
2025-10-20 02:45:00,3957.99000000,3963.23000000,3954.65000000,3956.80000000,861.91740000,2025-10-20 02:49:59,18697
2025-10-20 02:50:00,3956.80000000,3966.49000000,3954.48000000,3955.61000000,1189.16560000,2025-10-20 02:54:59,22261
2025-10-20 02:55:00,3955.60000000,3958.19000000,3952.09000000,3956.54000000,369.48360000,2025-10-20 02:59:59,10856
2025-10-20 03:00:00,3956.55000000,3957.11000000,3952.10000000,3953.07000000,264.68670000,2025-10-20 03:04:59,12016
2025-10-20 03:05:00,3953.07000000,3956.98000000,3948.08000000,3948.75000000,877.87140000,2025-10-20 03:09:59,18262
2025-10-20 03:10:00,3948.75000000,3956.82000000,3948.74000000,3956.82000000,339.30290000,2025-10-20 03:14:59,13020
2025-10-20 03:15:00,3956.82000000,3968.89000000,3955.17000000,3965.72000000,1082.20170000,2025-10-20 03:19:59,21472
2025-10-20 03:20:00,3965.72000000,3965.72000000,3958.52000000,3958.96000000,395.25800000,2025-10-20 03:24:59,14738
2025-10-20 03:25:00,3958.96000000,3962.00000000,3955.57000000,3962.00000000,345.26930000,2025-10-20 03:29:59,12810
2025-10-20 03:30:00,3961.99000000,3964.00000000,3955.23000000,3955.98000000,887.54670000,2025-10-20 03:34:59,15004
2025-10-20 03:35:00,3955.99000000,3964.84000000,3955.98000000,3964.33000000,643.35470000,2025-10-20 03:39:59,11751
2025-10-20 03:40:00,3964.33000000,3987.08000000,3963.82000000,3979.30000000,3258.53650000,2025-10-20 03:44:59,43091
2025-10-20 03:45:00,3979.31000000,3996.12000000,3975.56000000,3995.34000000,2635.11720000,2025-10-20 03:49:59,34906
2025-10-20 03:50:00,3995.34000000,4038.88000000,3995.33000000,4027.70000000,6976.21990000,2025-10-20 03:54:59,93681
2025-10-20 03:55:00,4027.69000000,4032.93000000,4020.44000000,4026.90000000,2526.94970000,2025-10-20 03:59:59,47339
2025-10-20 04:00:00,4026.90000000,4040.20000000,4026.90000000,4038.32000000,3455.53740000,2025-10-20 04:04:59,59393
2025-10-20 04:05:00,4038.32000000,4047.66000000,4029.28000000,4030.09000000,2796.96400000,2025-10-20 04:09:59,48071
2025-10-20 04:10:00,4030.09000000,4035.89000000,4025.25000000,4034.48000000,1606.25190000,2025-10-20 04:14:59,29785
2025-10-20 04:15:00,4034.49000000,4038.69000000,4025.00000000,4026.36000000,1363.06080000,2025-10-20 04:19:59,33105
2025-10-20 04:20:00,4026.37000000,4029.99000000,4023.07000000,4028.05000000,1221.82280000,2025-10-20 04:24:59,17956
